episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/sample_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_0/cur_lr,info/learner/policy_0/policy_loss,info/learner/policy_0/policy_entropy,info/learner/policy_0/var_gnorm,info/learner/policy_0/vf_loss,info/learner/policy_0/grad_gnorm,info/learner/policy_0/vf_explained_var,info/learner/policy_1/cur_lr,info/learner/policy_1/policy_loss,info/learner/policy_1/policy_entropy,info/learner/policy_1/var_gnorm,info/learner/policy_1/vf_loss,info/learner/policy_1/grad_gnorm,info/learner/policy_1/vf_explained_var,info/learner/policy_2/cur_lr,info/learner/policy_2/policy_loss,info/learner/policy_2/policy_entropy,info/learner/policy_2/var_gnorm,info/learner/policy_2/vf_loss,info/learner/policy_2/grad_gnorm,info/learner/policy_2/vf_explained_var,info/learner/policy_3/cur_lr,info/learner/policy_3/policy_loss,info/learner/policy_3/policy_entropy,info/learner/policy_3/var_gnorm,info/learner/policy_3/vf_loss,info/learner/policy_3/grad_gnorm,info/learner/policy_3/vf_explained_var,info/learner/policy_4/cur_lr,info/learner/policy_4/policy_loss,info/learner/policy_4/policy_entropy,info/learner/policy_4/var_gnorm,info/learner/policy_4/vf_loss,info/learner/policy_4/grad_gnorm,info/learner/policy_4/vf_explained_var,info/learner/policy_5/cur_lr,info/learner/policy_5/policy_loss,info/learner/policy_5/policy_entropy,info/learner/policy_5/var_gnorm,info/learner/policy_5/vf_loss,info/learner/policy_5/grad_gnorm,info/learner/policy_5/vf_explained_var,info/learner/policy_6/cur_lr,info/learner/policy_6/policy_loss,info/learner/policy_6/policy_entropy,info/learner/policy_6/var_gnorm,info/learner/policy_6/vf_loss,info/learner/policy_6/grad_gnorm,info/learner/policy_6/vf_explained_var,info/learner/policy_7/cur_lr,info/learner/policy_7/policy_loss,info/learner/policy_7/policy_entropy,info/learner/policy_7/var_gnorm,info/learner/policy_7/vf_loss,info/learner/policy_7/grad_gnorm,info/learner/policy_7/vf_explained_var
191.74999999999974,13.889999999999779,76.71700000000037,501.0,0,8960,False,81920,128,11,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-35-07,1589726107,11.050770282745361,137.4472734928131,35116,dream,129.2.189.145,137.4472734928131,81920,11,8,3b869b5a,0,81920,81920,1542.208,33.727,22.928,37951.385,829.979,1280.0,49.593333333333334,62.89999999999999,0.0006974464049562812,-150.95377,1821.9792,24.345139,577.83856,40.0,0.045309365,0.0006974464049562812,-181.01147,1872.9507,24.32716,804.9218,40.000004,0.15837938,0.0006974464049562812,-277.662,1453.9506,24.28117,556.37177,40.000004,0.12551934,0.0006974464049562812,-6.189525,2025.8043,24.11372,3.208042,7.778371,0.5513727,0.0006974464049562812,-103.05467,1348.3438,24.281271,528.9633,40.0,0.0632633,0.0006974464049562812,-204.83287,1740.8955,24.24468,604.6809,40.0,0.060981154,0.0006974464049562812,-469.18686,1749.7335,24.286852,453.91638,40.0,0.1232115,0.0006974464049562812,-239.58562,1858.9358,24.212114,631.38794,39.999996,0.106704116
191.74999999999974,13.889999999999779,76.71700000000037,501.0,0,8960,False,90880,128,12,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-35-19,1589726119,11.10038447380066,148.54765796661377,35116,dream,129.2.189.145,148.54765796661377,90880,12,8,3b869b5a,0,90880,90880,1532.201,33.708,23.564,37972.966,835.4,1280.0,48.943749999999994,62.9,0.0006971327820792794,-359.99377,1786.187,24.390089,476.3994,39.999996,0.14715391,0.0006971327820792794,-231.3707,1917.573,24.380423,849.0451,40.000004,0.15837723,0.0006971327820792794,-226.54369,1393.2179,24.275137,376.1016,39.999996,0.25445443,0.0006971327820792794,92.72049,2022.6001,24.116772,181.78854,39.999996,0.19250345,0.0006971327820792794,-239.91916,1411.9766,24.327679,645.2365,40.0,0.14785433,0.0006971327820792794,241.34666,1785.9315,24.276548,1644.8254,40.0,0.031922758,0.0006971327820792794,-260.4777,1766.0491,24.302525,720.0067,40.0,0.09386933,0.0006971327820792794,-40.236168,1751.7026,24.208534,908.15686,40.0,0.14244032
229.47999999999917,13.889999999999779,116.1768000000005,501.0,64,8960,False,99840,192,13,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-35-30,1589726130,11.429423093795776,159.97708106040955,35116,dream,129.2.189.145,159.97708106040955,99840,13,8,3b869b5a,0,99840,99840,1555.78,33.014,22.17,38772.005,822.738,1280.0,49.35294117647059,62.970588235294116,0.0006968192174099386,88.06889,1874.7036,24.393744,623.4727,40.0,0.24330693,0.0006968192174099386,-18.629808,1989.1375,24.382582,638.6417,39.999996,0.25962973,0.0006968192174099386,153.47823,1743.1292,24.248972,707.4922,40.0,0.14269632,0.0006968192174099386,121.155525,2028.0845,24.126324,192.29964,40.0,0.10832256,0.0006968192174099386,109.17493,1642.0115,24.339838,1070.0219,40.0,0.11574298,0.0006968192174099386,-235.6098,1925.3063,24.300661,554.9808,40.0,0.19343764,0.0006968192174099386,66.12103,1864.0122,24.293255,1079.7039,40.0,0.17178798,0.0006968192174099386,458.7394,1889.2391,24.204247,1073.0791,40.0,0.14365458
229.47999999999917,13.889999999999779,116.17680000000047,501.0,0,8960,False,108800,192,14,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-35-41,1589726141,11.453287363052368,171.4303684234619,35116,dream,129.2.189.145,171.4303684234619,108800,14,8,3b869b5a,0,108800,108800,1632.27,31.156,21.187,41083.465,784.184,1280.0,50.2,63.0,0.0006965055945329368,81.42432,1871.5165,24.4288,1244.3093,40.0,0.22829086,0.0006965055945329368,239.90451,1928.5242,24.389265,1546.2332,40.0,0.12791717,0.0006965055945329368,97.80601,1772.5791,24.262121,691.20184,40.0,0.109820366,0.0006965055945329368,492.94205,1961.9155,24.166145,1087.8834,40.0,0.10038197,0.0006965055945329368,427.78784,1685.9489,24.38913,2646.2595,40.000004,0.05755645,0.0006965055945329368,257.24258,1957.4708,24.32506,1273.2625,40.0,0.09541172,0.0006965055945329368,-36.807747,1690.1393,24.333086,1637.622,40.0,0.08984214,0.0006965055945329368,662.4929,1860.4023,24.242104,1911.115,40.0,0.039718926
229.47999999999917,13.889999999999779,116.17680000000047,501.0,0,8960,False,117760,192,15,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-35-53,1589726153,11.060688495635986,182.4910569190979,35116,dream,129.2.189.145,182.4910569190979,117760,15,8,3b869b5a,0,117760,117760,1530.036,32.183,22.418,39772.281,836.581,1280.0,49.45625,63.0,0.000696191971655935,-343.26965,1832.753,24.503904,860.22986,40.0,0.11460751,0.000696191971655935,-360.0645,1795.3235,24.452875,424.7165,39.999996,0.20581555,0.000696191971655935,29.209282,1731.92,24.320478,712.2938,39.999996,0.012675643,0.000696191971655935,63.98429,1715.8215,24.25112,918.3,40.000004,0.14606225,0.000696191971655935,20.684769,1729.3739,24.437464,1225.3214,39.999996,0.012718916,0.000696191971655935,-336.6175,1841.2345,24.374714,772.07025,40.0,0.077932596,0.000696191971655935,-47.535553,1522.5482,24.37584,952.5918,40.0,0.04956925,0.000696191971655935,-90.06799,1749.194,24.31122,991.2393,40.0,0.12484807
229.47999999999917,13.889999999999779,116.17680000000047,501.0,0,8960,False,126720,192,16,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-36-03,1589726163,10.279935121536255,192.77099204063416,35116,dream,129.2.189.145,192.77099204063416,126720,16,8,3b869b5a,0,126720,126720,1446.595,32.114,21.614,39857.674,884.836,1280.0,50.23571428571428,63.0,0.0006958784069865942,-224.39647,1668.694,24.530813,925.0677,40.000004,0.104837716,0.0006958784069865942,81.267334,1638.3522,24.488037,1307.0869,40.0,0.089541554,0.0006958784069865942,-177.62189,1713.2086,24.390383,1055.179,40.000004,0.11552608,0.0006958784069865942,-241.7682,1318.4781,24.332064,820.4999,40.000004,0.018672585,0.0006958784069865942,-46.621086,1765.4741,24.447104,1209.5416,40.000004,0.0953756,0.0006958784069865942,0.14920044,1807.7611,24.399479,1158.5969,40.0,0.061210573,0.0006958784069865942,-21.465881,1592.3418,24.414207,1308.7605,40.0,0.124726355,0.0006958784069865942,-200.06752,1600.2341,24.362133,1140.6453,40.0,0.15432876
278.1299999999993,22.1300000000002,142.48110000000017,501.0,64,8960,False,135680,256,17,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-36-15,1589726175,11.692200899124146,204.4631929397583,35116,dream,129.2.189.145,204.4631929397583,135680,17,8,3b869b5a,0,135680,135680,1546.252,32.361,21.239,39554.184,827.808,1280.0,50.3764705882353,63.0,0.0006955647841095924,794.13763,1755.7966,24.515226,2455.4185,40.000004,0.13823628,0.0006955647841095924,-29.890148,1720.3411,24.49649,861.0772,40.0,0.1499191,0.0006955647841095924,337.9421,1866.6842,24.409891,1945.6298,40.0,0.16776526,0.0006955647841095924,458.75363,1556.9362,24.336336,1999.6718,40.0,0.11033583,0.0006955647841095924,-96.82817,1677.7412,24.431507,753.79407,40.000004,0.12767619,0.0006955647841095924,686.07605,1786.2404,24.411037,2202.35,40.0,0.12631124,0.0006955647841095924,695.68317,1699.3579,24.445597,2468.92,40.000004,0.090423405,0.0006955647841095924,145.35747,1749.9,24.3488,981.85706,39.999996,0.24436784
278.1299999999993,22.1300000000002,142.48110000000017,501.0,0,8960,False,144640,256,18,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-36-25,1589726185,10.774293184280396,215.2374861240387,35116,dream,129.2.189.145,215.2374861240387,144640,18,8,3b869b5a,0,144640,144640,1528.105,31.568,21.31,40547.815,837.639,1280.0,50.67999999999999,63.0,0.0006952512194402516,-55.625526,1726.0361,24.57629,997.0221,39.999996,0.1615265,0.0006952512194402516,-83.21136,1633.8995,24.549978,1088.9763,40.0,0.13008308,0.0006952512194402516,228.46063,1796.0958,24.483355,1697.7019,39.999996,0.13316816,0.0006952512194402516,-120.91998,1441.9956,24.402046,1081.9639,40.000004,0.19032735,0.0006952512194402516,-195.29236,1558.7578,24.421736,627.0401,40.0,0.1977166,0.0006952512194402516,-163.15228,1786.6436,24.469158,909.0316,39.999992,0.0664283,0.0006952512194402516,-394.89972,1691.8174,24.50408,825.98364,40.0,0.057929695,0.0006952512194402516,205.2978,1746.0305,24.374146,1375.7671,39.999992,0.12715721
278.1299999999993,22.1300000000002,142.48110000000017,501.0,0,8960,False,153600,256,19,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-36-36,1589726196,10.78785490989685,226.02534103393555,35116,dream,129.2.189.145,226.02534103393555,153600,19,8,3b869b5a,0,153600,153600,1487.672,31.809,21.465,40240.641,860.405,1280.0,50.38125,63.0,0.0006949375965632498,-355.78046,1840.4143,24.604258,1003.327,40.0,0.038211226,0.0006949375965632498,-316.5876,1461.0795,24.612421,923.19006,40.000008,0.19228286,0.0006949375965632498,-713.82367,1755.4329,24.556856,1124.4187,40.0,0.12107068,0.0006949375965632498,-118.20861,1590.7385,24.414782,1129.0232,40.0,0.054661453,0.0006949375965632498,-16.070484,1393.6296,24.4218,1093.7816,40.0,0.1809619,0.0006949375965632498,-160.02618,1831.4541,24.514717,1015.8908,39.999996,0.10789716,0.0006949375965632498,121.04834,1668.8502,24.525906,1287.4127,40.0,0.11498225,0.0006949375965632498,-309.31555,1742.383,24.42455,809.1036,40.0,0.20895427
293.2899999999975,65.41000000000005,153.7043,501.0,64,8960,False,162560,320,20,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-36-48,1589726208,11.204678058624268,237.23001909255981,35116,dream,129.2.189.145,237.23001909255981,162560,20,8,3b869b5a,0,162560,162560,1521.731,30.022,21.02,42635.636,841.147,1280.0,50.55625,63.0,0.0006946239736862481,37.541557,1873.1259,24.596643,796.5509,39.999996,0.2526616,0.0006946239736862481,-171.02759,1592.7329,24.609518,717.6313,40.0,0.28731197,0.0006946239736862481,-304.04984,1877.7383,24.541306,986.1776,39.999996,0.31262106,0.0006946239736862481,181.0304,1943.8975,24.371893,750.91296,40.0,0.20231986,0.0006946239736862481,69.495804,1602.9344,24.42598,1039.6235,40.0,0.33635634,0.0006946239736862481,63.14441,1757.4934,24.534695,857.6461,40.0,0.19766444,0.0006946239736862481,-310.68057,1740.162,24.53871,272.50613,40.0,0.17057186,0.0006946239736862481,-198.5219,1758.2095,24.42438,486.57654,40.000004,0.35114616
293.2899999999975,65.41000000000005,153.7043,501.0,0,7680,False,170240,320,21,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-36-58,1589726218,10.209735870361328,247.43975496292114,35116,dream,129.2.189.145,247.43975496292114,170240,21,8,3b869b5a,0,170240,170240,1629.371,29.724,20.602,43063.257,785.579,1280.0,49.80714285714286,63.0,0.0006943104090169072,84.32825,1848.0203,24.5773,1130.3658,40.0,0.09553486,0.0006943104090169072,-295.72467,1627.0815,24.602493,488.9889,39.999996,0.046259224,0.0006943104090169072,-112.86032,1878.6257,24.528776,859.0849,40.0,0.13903022,0.0006943104090169072,46.923035,1892.7253,24.379404,639.16974,40.000004,0.14640677,0.0006943104090169072,-78.86362,1437.3245,24.467623,614.05945,39.999996,0.2894464,0.0006943104090169072,-319.73822,1676.1558,24.578806,774.2975,40.0,0.026305676,0.0006943104090169072,-298.82288,1687.9683,24.541945,372.8935,39.999996,0.048086762,0.0006943104090169072,43.132355,1612.9,24.428444,1296.1482,39.999996,0.15925151
293.2899999999975,65.41000000000005,153.7043,501.0,0,8960,False,179200,320,22,898b49f8760c4ef09591a3d567ad6d5f,2020-05-17_10-37-09,1589726229,11.150498867034912,258.59025382995605,35116,dream,129.2.189.145,258.59025382995605,179200,22,8,3b869b5a,0,179200,179200,1554.256,31.456,21.551,40691.12,823.545,1280.0,49.71875,63.0,0.0006940416060388088,-36.767174,1793.2104,24.601748,858.01154,40.0,0.08951658,0.0006940416060388088,17.963707,1614.6301,24.617195,1243.1736,40.0,0.084114075,0.0006940416060388088,-87.94549,1940.514,24.538853,1263.9446,39.999996,0.16422331,0.0006940416060388088,-275.47186,1784.6858,24.424294,545.3078,40.0,0.10411537,0.0006940416060388088,-203.16199,1328.7207,24.525234,728.21796,40.0,0.17907923,0.0006940416060388088,-109.150536,1707.4254,24.623203,1155.9879,39.999996,0.14190406,0.0006940416060388088,-203.59882,1469.5138,24.5724,697.1627,40.000004,0.07505232,0.0006940416060388088,-86.93512,1264.6143,24.482723,1086.4786,40.0,0.16466635
